termName,termDescription
ESG투자,ESG 성과가 우수한 기업에 투자하는 것입니다.
사회적책임투자,"재무적 수익뿐만 아니라 사회적, 환경적 가치를 고려하는 투자입니다."
임팩트투자,"재무적 수익과 함께 사회적, 환경적 임팩트를 창출하는 투자입니다."
지배구조,기업의 의사결정 구조와 경영 투명성을 의미합니다.
이사회,기업의 주요 의사결정을 하는 최고 의사결정 기구입니다.
사외이사,회사와 고용 관계가 없는 외부 인사로 구성된 이사입니다.
독립이사,회사로부터 독립적인 지위에서 경영을 감독하는 이사입니다.
감사위원회,회사의 업무와 회계를 감사하는 이사회 내 위원회입니다.
내부통제,기업이 목표를 달성하기 위해 내부적으로 운영하는 통제 시스템입니다.
준법감시,기업이 법규를 준수하도록 감시하고 관리하는 활동입니다.
리스크관리,기업이 직면한 위험을 식별하고 관리하는 활동입니다.
컴플라이언스,법규와 윤리를 준수하는 것입니다.
공시,기업이 주주와 투자자에게 경영 정보를 공개하는 것입니다.
IR,"투자자 대상 기업 설명회로, 기업의 가치를 알리는 활동입니다."
주주총회,주주들이 모여 기업의 주요 사항을 결정하는 최고 의사결정 기관입니다.
의결권,주주가 주주총회에서 안건에 대해 투표할 수 있는 권리입니다.
의결권자문회사,주주들에게 의결권 행사에 대한 조언을 제공하는 회사입니다.
스튜어드십코드,기관투자자가 투자 기업의 경영을 감시하고 관여하는 행동 원칙입니다.
주주행동주의,주주가 적극적으로 경영에 개입하여 기업 가치를 높이려는 활동입니다.
액티비스트,기업 경영에 적극 개입하여 변화를 요구하는 주주입니다.
소액주주,소량의 주식을 보유한 개인 주주입니다.
대주주,기업의 많은 지분을 보유하여 경영에 영향을 미칠 수 있는 주주입니다.
특수관계인,대주주와 친족 관계 등 특수한 관계에 있는 사람입니다.
일감몰아주기,대주주가 특수관계인에게 부당하게 일감을 몰아주는 행위입니다.
총수일가,기업 그룹의 지배 주주와 그 가족을 의미합니다.
순환출자,계열사끼리 서로의 주식을 보유하여 지배 구조를 공고히 하는 것입니다.
지주회사,다른 회사의 주식을 소유하여 지배하는 것을 주된 사업으로 하는 회사입니다.
금산분리,금융 자본과 산업 자본을 분리하는 정책입니다.
사익편취,대주주나 경영진이 회사의 이익을 개인적으로 빼돌리는 행위입니다.
배임,임무를 위배하여 회사에 손해를 입히는 행위입니다.
횡령,회사의 재산을 불법적으로 개인이 차지하는 행위입니다.
분식회계,재무제표를 고의로 조작하여 실적을 좋게 보이게 하는 불법 행위입니다.
내부자거래,미공개 정보를 이용하여 주식을 거래하는 불법 행위입니다.
시세조종,주가를 인위적으로 조작하는 불법 행위입니다.
부정거래,투자자를 속여 부당한 이익을 취하는 불법 행위입니다.
공매도금지,주가 하락을 막기 위해 공매도를 금지하는 조치입니다.
기업지배구조보고서,기업의 지배구조 현황을 공시하는 보고서입니다.
지속가능경영보고서,기업의 ESG 활동과 성과를 공개하는 보고서입니다.
통합보고서,재무 정보와 비재무 정보를 통합하여 공개하는 보고서입니다.
이해관계자,기업의 활동에 영향을 받거나 영향을 미치는 모든 개인과 조직입니다.
이해관계자자본주의,주주뿐 아니라 모든 이해관계자의 이익을 고려하는 자본주의입니다.
주주자본주의,주주의 이익을 최우선으로 하는 자본주의입니다.
CSR,"기업의 사회적 책임으로, 기업이 사회에 기여해야 한다는 개념입니다."
CSV,"공유가치 창출로, 기업이 사회 문제를 해결하면서 경제적 가치도 창출하는 것입니다."
사회적기업,사회적 목적을 추구하면서 영리 활동을 하는 기업입니다.
협동조합,조합원들이 공동으로 소유하고 민주적으로 운영하는 조직입니다.
비영리조직,이익을 목적으로 하지 않고 공익을 추구하는 조직입니다.
재단법인,재산을 출연하여 설립한 비영리 법인입니다.
사단법인,사람들이 모여 설립한 비영리 법인입니다.
기부,자발적으로 재산을 무상으로 제공하는 행위입니다.
후원,사회적 활동이나 사업을 재정적으로 지원하는 것입니다.
자원봉사,대가 없이 자발적으로 타인이나 사회를 위해 활동하는 것입니다.
공익활동,사회 전체의 이익을 위한 활동입니다.
사회공헌,기업이나 개인이 사회를 위해 기여하는 활동입니다.
프로보노,전문가가 자신의 전문 지식을 무료로 제공하는 공익 활동입니다.
멘토링,경험이 풍부한 사람이 경험이 적은 사람을 지도하고 조언하는 것입니다.
다양성,"성별, 인종, 연령 등이 다양한 사람들이 함께하는 것입니다."
포용성,모든 사람을 차별 없이 받아들이고 존중하는 것입니다.
공정채용,차별 없이 능력과 자격을 기준으로 채용하는 것입니다.
블라인드채용,출신 학교 등 편견을 유발하는 정보를 배제하고 채용하는 방식입니다.
직장내괴롭힘,"직장에서 지위를 이용하여 다른 직원에게 신체적, 정신적 고통을 주는 행위입니다."
성희롱,상대방에게 성적 수치심이나 혐오감을 느끼게 하는 행위입니다.
양성평등,성별에 따른 차별 없이 평등한 기회와 대우를 보장하는 것입니다.
일가정양립,일과 가정생활의 균형을 이루는 것입니다.
육아휴직,자녀 양육을 위해 일정 기간 휴직하는 제도입니다.
시차출퇴근제,직원이 출퇴근 시간을 선택할 수 있는 유연근무제입니다.
재택근무,사무실이 아닌 집에서 일하는 근무 방식입니다.
원격근무,사무실이 아닌 다른 장소에서 일하는 근무 방식입니다.
워라밸,일과 생활의 균형을 의미하는 신조어입니다.
번아웃,"과도한 업무로 인해 신체적, 정신적으로 극도로 지친 상태입니다."
안전보건,직장에서 근로자의 안전과 건강을 보호하는 것입니다.
산업재해,업무 중 발생한 사고나 질병으로 인한 재해입니다.
중대재해처벌법,중대한 산업재해나 시민재해 발생 시 사업주와 경영책임자를 처벌하는 법입니다.
안전관리자,사업장의 안전을 관리하고 감독하는 전문 인력입니다.
위험성평가,작업장의 위험 요인을 찾아 평가하고 개선하는 활동입니다.
보건관리자,근로자의 건강을 관리하는 전문 인력입니다.
건강검진,근로자의 건강 상태를 확인하기 위한 검진입니다.
직업병,업무로 인해 발생한 질병입니다.
근골격계질환,"반복적인 동작이나 부자연스러운 자세로 인해 발생하는 근육, 뼈, 관절의 질환입니다."
정신건강,"스트레스, 우울증 등 정신적 건강 상태입니다."
EAP,"직원 지원 프로그램으로, 직원의 개인적 문제 해결을 지원하는 서비스입니다."
경제활동인구,만 15세 이상 인구 중 취업자와 실업자를 합한 인구입니다.
비경제활동인구,만 15세 이상 인구 중 일할 의사나 능력이 없는 인구입니다.
고용률,생산가능인구 중 취업자가 차지하는 비율입니다.
청년실업률,15세에서 29세 청년층의 실업률입니다.
체감실업률,실업자뿐 아니라 구직 단념자 등을 포함한 넓은 의미의 실업률입니다.
경제협력개발기구,"선진국들의 경제협력을 위한 국제기구로, OECD라고도 합니다."
국제통화기금,"국제 통화 안정과 무역 확대를 목적으로 하는 국제기구로, IMF라고도 합니다."
세계은행,개발도상국의 경제 발전을 지원하는 국제금융기구입니다.
아시아개발은행,아시아 지역의 경제 발전을 지원하는 국제금융기구입니다.
경제성장,한 국가의 경제 규모가 확대되는 것입니다.
경제발전,"경제 규모의 확대뿐 아니라 소득 분배, 생활 수준 향상 등을 포함하는 개념입니다."
선진국,경제가 발전하고 생활 수준이 높은 국가입니다.
개발도상국,경제 발전이 진행 중인 국가입니다.
신흥시장국,빠른 경제 성장으로 선진국으로 도약하고 있는 국가입니다.
브릭스,"브라질, 러시아, 인도, 중국 등 신흥 경제 대국을 지칭하는 용어입니다."
G7,"미국, 일본, 독일, 영국, 프랑스, 이탈리아, 캐나다 등 7개 선진국 협의체입니다."
G20,주요 20개국 재무장관과 중앙은행 총재 회의입니다.
무역자유화,국가 간 무역 장벽을 낮추어 자유로운 무역을 촉진하는 것입니다.
보호무역,자국 산업을 보호하기 위해 수입을 제한하는 정책입니다.
관세,수입품에 부과하는 세금입니다.
IPO,"기업공개로, 비상장 기업이 주식을 발행하여 주식시장에 상장하는 것입니다."
상장,주식시장에서 거래될 수 있도록 등록하는 것입니다.
상장폐지,주식시장에서 거래를 중단하고 등록을 말소하는 것입니다.
거래정지,일시적으로 주식 거래를 중단하는 조치입니다.
매매거래정지,중요 공시나 이상 징후로 인해 주식 거래를 일시 중단하는 것입니다.
시장조치,불공정거래나 주가 급변동 시 거래소가 취하는 조치입니다.
주가지수,여러 주식의 가격 변동을 종합하여 나타낸 지표입니다.
코스피,"한국 주식시장의 대표 지수로, 유가증권시장의 주가지수입니다."
코스닥,"중소벤처기업 중심의 주식시장으로, 코스닥시장의 주가지수입니다."
코넥스,초기 중소기업을 위한 주식시장입니다.
다우존스,미국 주식시장의 대표적인 주가지수입니다.
나스닥,미국의 기술주 중심 주식시장 및 그 지수입니다.
S&P500,미국의 대형주 500개 기업으로 구성된 주가지수입니다.
닛케이,일본 도쿄증권거래소의 대표 주가지수입니다.
항셍,홍콩 증권시장의 대표 주가지수입니다.
상해종합,중국 상해 증권시장의 주가지수입니다.
MSCI,모건스탠리캐피탈인터내셔널이 산출하는 세계 주가지수입니다.
벤치마크,투자 성과를 비교하기 위한 기준 지수입니다.
추종지수,펀드가 수익률 목표로 삼는 기준 지수입니다.
시가,하루 중 최초로 거래된 가격입니다.
종가,하루 중 마지막으로 거래된 가격입니다.
고가,하루 중 가장 높았던 가격입니다.
저가,하루 중 가장 낮았던 가격입니다.
전일대비,전일 종가와 비교한 당일 가격 변동입니다.
등락률,전일 종가 대비 당일 가격 변동률입니다.
거래대금순위,거래대금이 많은 순서대로 나열한 순위입니다.
시가총액순위,시가총액이 큰 순서대로 나열한 순위입니다.
시총상위주,시가총액이 큰 대형주를 의미합니다.
대형주,"시가총액이 큰 주식으로, 일반적으로 상위 100위권 종목입니다."
중형주,시가총액이 중간 규모인 주식입니다.
소형주,시가총액이 작은 주식입니다.
우량주,재무 건전성이 우수하고 안정적인 기업의 주식입니다.
블루칩,우량주를 의미하는 영어 표현입니다.
가치주,"PER, PBR 등이 낮아 저평가된 주식입니다."
성장주,높은 성장 가능성이 있는 기업의 주식입니다.
배당주,배당을 많이 주는 기업의 주식입니다.
경기민감주,경기 변동에 민감하게 반응하는 업종의 주식입니다.
경기방어주,경기 변동에 영향을 적게 받는 업종의 주식입니다.
내수주,국내 시장에 의존하는 기업의 주식입니다.
수출주,수출 비중이 높은 기업의 주식입니다.
IT주,정보기술 관련 기업의 주식입니다.
바이오주,바이오 및 제약 관련 기업의 주식입니다.
금융주,"은행, 증권, 보험 등 금융 관련 기업의 주식입니다."
화학주,화학 관련 기업의 주식입니다.
자동차주,자동차 관련 기업의 주식입니다.
조선주,조선 관련 기업의 주식입니다.
철강주,철강 관련 기업의 주식입니다.
건설주,건설 관련 기업의 주식입니다.
유통주,유통 관련 기업의 주식입니다.
게임주,게임 관련 기업의 주식입니다.
엔터주,엔터테인먼트 관련 기업의 주식입니다.
2차전지주,2차전지 관련 기업의 주식입니다.
반도체주,반도체 관련 기업의 주식입니다.
배터리주,배터리 관련 기업의 주식입니다.
전기차주,전기차 관련 기업의 주식입니다.
단기국내주식투자,"단기 국내 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내주식거래,"단기 국내 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내주식시장,"단기 국내 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외주식투자,"단기 해외 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외주식거래,"단기 해외 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외주식시장,"단기 해외 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌주식투자,"단기 글로벌 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌주식거래,"단기 글로벌 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌주식시장,"단기 글로벌 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내주식투자,"중기 국내 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내주식거래,"중기 국내 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내주식시장,"중기 국내 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외주식투자,"중기 해외 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외주식거래,"중기 해외 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외주식시장,"중기 해외 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌주식투자,"중기 글로벌 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌주식거래,"중기 글로벌 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌주식시장,"중기 글로벌 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내주식투자,"장기 국내 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내주식거래,"장기 국내 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내주식시장,"장기 국내 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외주식투자,"장기 해외 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외주식거래,"장기 해외 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외주식시장,"장기 해외 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌주식투자,"장기 글로벌 주식에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌주식거래,"장기 글로벌 주식에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌주식시장,"장기 글로벌 주식에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내채권투자,"단기 국내 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내채권거래,"단기 국내 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내채권시장,"단기 국내 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외채권투자,"단기 해외 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외채권거래,"단기 해외 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외채권시장,"단기 해외 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌채권투자,"단기 글로벌 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌채권거래,"단기 글로벌 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌채권시장,"단기 글로벌 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내채권투자,"중기 국내 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내채권거래,"중기 국내 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내채권시장,"중기 국내 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외채권투자,"중기 해외 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외채권거래,"중기 해외 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외채권시장,"중기 해외 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌채권투자,"중기 글로벌 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌채권거래,"중기 글로벌 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌채권시장,"중기 글로벌 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내채권투자,"장기 국내 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내채권거래,"장기 국내 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내채권시장,"장기 국내 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외채권투자,"장기 해외 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외채권거래,"장기 해외 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외채권시장,"장기 해외 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌채권투자,"장기 글로벌 채권에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌채권거래,"장기 글로벌 채권에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌채권시장,"장기 글로벌 채권에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내펀드투자,"단기 국내 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내펀드거래,"단기 국내 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내펀드시장,"단기 국내 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외펀드투자,"단기 해외 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외펀드거래,"단기 해외 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외펀드시장,"단기 해외 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌펀드투자,"단기 글로벌 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌펀드거래,"단기 글로벌 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌펀드시장,"단기 글로벌 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내펀드투자,"중기 국내 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내펀드거래,"중기 국내 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내펀드시장,"중기 국내 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외펀드투자,"중기 해외 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외펀드거래,"중기 해외 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외펀드시장,"중기 해외 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌펀드투자,"중기 글로벌 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌펀드거래,"중기 글로벌 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌펀드시장,"중기 글로벌 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내펀드투자,"장기 국내 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내펀드거래,"장기 국내 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내펀드시장,"장기 국내 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외펀드투자,"장기 해외 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외펀드거래,"장기 해외 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외펀드시장,"장기 해외 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌펀드투자,"장기 글로벌 펀드에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌펀드거래,"장기 글로벌 펀드에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌펀드시장,"장기 글로벌 펀드에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내ETF투자,"단기 국내 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내ETF거래,"단기 국내 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기국내ETF시장,"단기 국내 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외ETF투자,"단기 해외 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외ETF거래,"단기 해외 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기해외ETF시장,"단기 해외 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌ETF투자,"단기 글로벌 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌ETF거래,"단기 글로벌 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
단기글로벌ETF시장,"단기 글로벌 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내ETF투자,"중기 국내 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내ETF거래,"중기 국내 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기국내ETF시장,"중기 국내 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외ETF투자,"중기 해외 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외ETF거래,"중기 해외 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기해외ETF시장,"중기 해외 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌ETF투자,"중기 글로벌 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌ETF거래,"중기 글로벌 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
중기글로벌ETF시장,"중기 글로벌 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내ETF투자,"장기 국내 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내ETF거래,"장기 국내 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기국내ETF시장,"장기 국내 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외ETF투자,"장기 해외 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외ETF거래,"장기 해외 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기해외ETF시장,"장기 해외 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌ETF투자,"장기 글로벌 ETF에 대한 투자를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌ETF거래,"장기 글로벌 ETF에 대한 거래를 의미하며, 투자자들이 활용하는 금융 기법입니다."
장기글로벌ETF시장,"장기 글로벌 ETF에 대한 시장를 의미하며, 투자자들이 활용하는 금융 기법입니다."
IT주가,"IT 업종의 주가로, 해당 산업의 재무 성과를 나타내는 지표입니다."
IT수익률,"IT 업종의 수익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
IT성장률,"IT 업종의 성장률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
IT이익률,"IT 업종의 이익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
ITPER,"IT 업종의 PER로, 해당 산업의 재무 성과를 나타내는 지표입니다."
ITPBR,"IT 업종의 PBR로, 해당 산업의 재무 성과를 나타내는 지표입니다."
ITROE,"IT 업종의 ROE로, 해당 산업의 재무 성과를 나타내는 지표입니다."
IT부채비율,"IT 업종의 부채비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
IT유동비율,"IT 업종의 유동비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
IT매출액,"IT 업종의 매출액로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오주가,"바이오 업종의 주가로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오수익률,"바이오 업종의 수익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오성장률,"바이오 업종의 성장률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오이익률,"바이오 업종의 이익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오PER,"바이오 업종의 PER로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오PBR,"바이오 업종의 PBR로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오ROE,"바이오 업종의 ROE로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오부채비율,"바이오 업종의 부채비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오유동비율,"바이오 업종의 유동비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
바이오매출액,"바이오 업종의 매출액로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약주가,"제약 업종의 주가로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약수익률,"제약 업종의 수익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약성장률,"제약 업종의 성장률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약이익률,"제약 업종의 이익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약PER,"제약 업종의 PER로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약PBR,"제약 업종의 PBR로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약ROE,"제약 업종의 ROE로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약부채비율,"제약 업종의 부채비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약유동비율,"제약 업종의 유동비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
제약매출액,"제약 업종의 매출액로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차주가,"자동차 업종의 주가로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차수익률,"자동차 업종의 수익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차성장률,"자동차 업종의 성장률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차이익률,"자동차 업종의 이익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차PER,"자동차 업종의 PER로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차PBR,"자동차 업종의 PBR로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차ROE,"자동차 업종의 ROE로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차부채비율,"자동차 업종의 부채비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차유동비율,"자동차 업종의 유동비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
자동차매출액,"자동차 업종의 매출액로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체주가,"반도체 업종의 주가로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체수익률,"반도체 업종의 수익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체성장률,"반도체 업종의 성장률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체이익률,"반도체 업종의 이익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체PER,"반도체 업종의 PER로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체PBR,"반도체 업종의 PBR로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체ROE,"반도체 업종의 ROE로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체부채비율,"반도체 업종의 부채비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체유동비율,"반도체 업종의 유동비율로, 해당 산업의 재무 성과를 나타내는 지표입니다."
반도체매출액,"반도체 업종의 매출액로, 해당 산업의 재무 성과를 나타내는 지표입니다."
디스플레이주가,"디스플레이 업종의 주가로, 해당 산업의 재무 성과를 나타내는 지표입니다."
디스플레이수익률,"디스플레이 업종의 수익률로, 해당 산업의 재무 성과를 나타내는 지표입니다."
